tech_id,platform,id,description
T1003.003,['Windows'],relationship--582f4641-f68d-4dad-96e0-eb4da4128bbf,[Volt Typhoon](https://attack.mitre.org/groups/G1017) has used ntds.util to create domain controller installation media containing usernames and password hashes.(Citation: Microsoft Volt Typhoon May 2023)(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023)(Citation: Secureworks BRONZE SILHOUETTE May 2023)
T1027.002,"['macOS', 'Windows', 'Linux']",relationship--583335b0-7d65-4fbb-aa41-3bbbd08598cd,"For [Operation Dust Storm](https://attack.mitre.org/campaigns/C0016), the threat actors used UPX to pack some payloads.(Citation: Cylance Dust Storm)"
T1547.009,['Windows'],relationship--583d2c3b-dd25-4f83-812a-d38cee3cdeef,[Micropsia](https://attack.mitre.org/software/S0339) creates a shortcut to maintain persistence.(Citation: Talos Micropsia June 2017)
T1106,"['Windows', 'macOS', 'Linux']",relationship--5849f602-f706-4ab3-84e1-44ee1a923ba9,[GuLoader](https://attack.mitre.org/software/S0561) can use a number of different APIs for discovery and execution.(Citation: Medium Eli Salem GuLoader April 2021)
T1140,"['Windows', 'Linux', 'macOS']",relationship--584bbe94-c7bf-4039-970c-545da4e2bf92,[ZIRCONIUM](https://attack.mitre.org/groups/G0128) has used the AES256 algorithm with a SHA1 derived key to decrypt exploit code.(Citation: Check Point APT31 February 2021)
T1566.002,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",relationship--5853ff4e-9982-4d66-bf98-6c22fa42f305,[Pony](https://attack.mitre.org/software/S0453) has been delivered via spearphishing emails which contained malicious links.(Citation: Malwarebytes Pony April 2016)	
T1140,"['Windows', 'Linux', 'macOS']",relationship--58545f9a-d2cf-4466-bc7f-9cdbdce25d70,[MuddyWater](https://attack.mitre.org/groups/G0069) decoded base64-encoded PowerShell commands using a VBS file.(Citation: FireEye MuddyWater Mar 2018)(Citation: MuddyWater TrendMicro June 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: Talos MuddyWater Jan 2022)
T1218.011,['Windows'],relationship--58565141-69f5-45c4-a7a9-f3eec03f403b,[TA551](https://attack.mitre.org/groups/G0127) has used rundll32.exe to load malicious DLLs.(Citation: Unit 42 TA551 Jan 2021)
T1053.005,['Windows'],relationship--5859c58f-fc6a-4a08-ac8b-96fd21175814,[ZxxZ](https://attack.mitre.org/software/S1013) has used scheduled tasks for persistence and execution.(Citation: Cisco Talos Bitter Bangladesh May 2022)
T1620,"['macOS', 'Linux', 'Windows']",relationship--586b8b1d-109f-4f35-bcf8-589993d18681,[Cuba](https://attack.mitre.org/software/S0625) loaded the payload into memory using PowerShell.(Citation: McAfee Cuba April 2021) 
T1059.007,"['Windows', 'macOS', 'Linux']",relationship--58801cab-349a-4f09-b449-149b19bcf085,[GRIFFON](https://attack.mitre.org/software/S0417) is written in and executed as [JavaScript](https://attack.mitre.org/techniques/T1059/007).(Citation: SecureList Griffon May 2019)	
T1078,"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network']",relationship--58882b0d-0f4a-4e12-b8c1-f43c53fd96f4,[Carbanak](https://attack.mitre.org/groups/G0008) actors used legitimate credentials of banking employees to perform operations that sent them millions of dollars.(Citation: Kaspersky Carbanak)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--588865e4-caec-4150-9c03-df5e28eb9c79,"[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) collects processor information, memory information, computer name, hardware UUID, serial number, and operating system version. [OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has used the <code>ioreg</code> command to gather some of this information.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)(Citation: 20 macOS Common Tools and Techniques)"
T1055.001,['Windows'],relationship--5893fbd3-f3c0-4332-b2e3-e6a07142ef9d,[BackdoorDiplomacy](https://attack.mitre.org/groups/G0135) has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.(Citation: ESET BackdoorDiplomacy Jun 2021)
T1111,"['Linux', 'Windows', 'macOS']",relationship--58996a9f-ab17-4942-9afd-bb336af9a15b,[Kimsuky](https://attack.mitre.org/groups/G0094) has used a proprietary tool to intercept one time passwords required for two-factor authentication.(Citation: KISA Operation Muzabi)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--58a1976b-122d-41df-ae40-b66826ad8f4f,[APT39](https://attack.mitre.org/groups/G0087) has used malware to delete files after they are deployed on a compromised host.(Citation: FBI FLASH APT39 September 2020)
T1219,"['Linux', 'Windows', 'macOS']",relationship--58a574e4-ba44-4472-92fe-c50a9a9cbb49,"[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) has used the cloud-based remote management and monitoring tool ""ConnectWise Control"" to deploy [REvil](https://attack.mitre.org/software/S0496).(Citation: Tetra Defense Sodinokibi March 2020)"
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--58a7f0d9-7c20-4808-b8be-bd6240267030,[Tropic Trooper](https://attack.mitre.org/groups/G0081) used <code>letmein</code> to scan for saved usernames on the target system.(Citation: TrendMicro TropicTrooper 2015)
T1003.001,['Windows'],relationship--58b1c6e7-5481-4162-a90c-0b7122c3680d,[Lizar](https://attack.mitre.org/software/S0681) can run [Mimikatz](https://attack.mitre.org/software/S0002) to harvest credentials.(Citation: Threatpost Lizar May 2021)(Citation: BiZone Lizar May 2021) 
T1087.002,"['Linux', 'macOS', 'Windows']",relationship--58b7b9bf-d09b-49f4-acf5-351979171317,[Empire](https://attack.mitre.org/software/S0363) can acquire local and domain user account information.(Citation: Github PowerShell Empire)(Citation: SecureWorks August 2019)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--58be00f9-baaf-40d7-973f-3f38bc7322b9,[Brute Ratel C4](https://attack.mitre.org/software/S1063) can enumerate all processes and locate specific process IDs (PIDs).(Citation: Palo Alto Brute Ratel July 2022)
T1059.001,['Windows'],relationship--58c28a92-b3ed-41de-841d-8b8d1ad142be,[Mosquito](https://attack.mitre.org/software/S0256) can launch PowerShell Scripts.(Citation: ESET Turla Mosquito Jan 2018)
T1027,"['Linux', 'macOS', 'Windows']",relationship--58d4910f-9d51-4961-84eb-9ef0ee2e8bc3,[Brute Ratel C4](https://attack.mitre.org/software/S1063) has used encrypted payload files and maintains an encrypted configuration structure in memory.(Citation: Palo Alto Brute Ratel July 2022)(Citation: MDSec Brute Ratel August 2022)
T1021.001,['Windows'],relationship--58dd2402-7b8a-4ed0-8fd3-7b9656b543b8,"[FIN7](https://attack.mitre.org/groups/G0046) has used RDP to move laterally in victim environments.(Citation: CrowdStrike Carbon Spider August 2021)
"
T1027.009,"['macOS', 'Windows', 'Linux']",relationship--58e22fa6-5925-40b7-9df6-4cda34892ea6,[Emotet](https://attack.mitre.org/software/S0367) has dropped an embedded executable at `%Temp%\setup.exe`.(Citation: Binary Defense Emotes Wi-Fi Spreader)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--58f6b7ce-c0d0-4a54-b60d-1c39d6204796,[Psylo](https://attack.mitre.org/software/S0078) uses HTTPS for C2.(Citation: Scarlet Mimic Jan 2016)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--58fdc63b-05b4-4db9-90fe-c80f7956292f,[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) malware has used HTTP for C2.(Citation: Secureworks BRONZE BUTLER Oct 2017)
T1056.001,"['Windows', 'macOS', 'Linux', 'Network']",relationship--5903c147-70f5-45fe-a63c-418c61566422,[AppleSeed](https://attack.mitre.org/software/S0622) can use <code>GetKeyState</code> and <code>GetKeyboardState</code> to capture keystrokes on the victim’s machine.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--590756ce-b948-4d62-9608-4fadf58681f4,[Threat Group-3390](https://attack.mitre.org/groups/G0027) has used `whoami` to collect system user information.(Citation: Trend Micro DRBControl February 2020)
T1588.002,['PRE'],relationship--59116a0e-f23b-43ec-8b25-fbad5043344a,"[Sandworm Team](https://attack.mitre.org/groups/G0034) has acquired open-source tools for their operations, including [Invoke-PSImage](https://attack.mitre.org/software/S0231), which was used to establish an encrypted channel from a compromised host to [Sandworm Team](https://attack.mitre.org/groups/G0034)'s C2 server in preparation for the 2018 Winter Olympics attack, as well as [Impacket](https://attack.mitre.org/software/S0357) and RemoteExec, which were used in their 2022 [Prestige](https://attack.mitre.org/software/S1058) operations.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: Microsoft Prestige ransomware October 2022)"
T1140,"['Windows', 'Linux', 'macOS']",relationship--5918cee6-c2f1-41be-ab96-36f3d17e5293,[certutil](https://attack.mitre.org/software/S0160) has been used to decode binaries hidden inside certificate files as Base64 information.(Citation: Malwarebytes Targeted Attack against Saudi Arabia)
T1074.001,"['Linux', 'macOS', 'Windows']",relationship--59193fff-6bea-41c6-b744-36850e6cc39a,[InvisiMole](https://attack.mitre.org/software/S0260) determines a working directory where it stores all the gathered data about the compromised machine.(Citation: ESET InvisiMole June 2018)(Citation: ESET InvisiMole June 2020)
T1218.011,['Windows'],relationship--592324b4-064a-430c-8ffc-7f7acd537778,[DDKONG](https://attack.mitre.org/software/S0255) uses Rundll32 to ensure only a single instance of itself is running at once.(Citation: Rancor Unit42 June 2018)
T1020,"['Linux', 'macOS', 'Windows', 'Network']",relationship--59261bc8-0220-4e37-8018-7a3618a5dd1b,[Rover](https://attack.mitre.org/software/S0090) automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes. [Rover](https://attack.mitre.org/software/S0090) also automatically sends keylogger files and screenshots to the C2 server on a regular timeframe.(Citation: Palo Alto Rover)
T1074.001,"['Linux', 'macOS', 'Windows']",relationship--5926c79d-b8a7-419a-b789-7e2ff1ee32b9,[Indrik Spider](https://attack.mitre.org/groups/G0119) has stored collected date in a .tmp file.(Citation: Symantec WastedLocker June 2020)
T1046,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",relationship--5929ef3e-3945-4ede-b3cd-94f47850a6bd,[Tropic Trooper](https://attack.mitre.org/groups/G0081) used <code>pr</code> and an openly available tool to scan for open ports on target systems.(Citation: TrendMicro TropicTrooper 2015)(Citation: TrendMicro Tropic Trooper May 2020)
T1046,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",relationship--592a2355-077e-4692-a28a-da998ed5f937,[Naikon](https://attack.mitre.org/groups/G0019) has used the LadonGo scanner to scan target networks.(Citation: Bitdefender Naikon April 2021)
T1115,"['Linux', 'Windows', 'macOS']",relationship--592df85b-8f0b-46c1-87e6-fa48da9c0ead,[KONNI](https://attack.mitre.org/software/S0356) had a feature to steal data from the clipboard.(Citation: Talos Konni May 2017)
T1027.011,['Windows'],relationship--59336377-92b2-4a82-97a1-414710a0a3dc,[Uroburos](https://attack.mitre.org/software/S0022) can store configuration information for the kernel driver and kernel driver loader components in an encrypted blob typically found at `HKLM:\SOFTWARE\Classes\.wav\OpenWithProgIds.`(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023)
T1578.002,['IaaS'],relationship--593d77c0-bcd3-4331-a75b-66cfa103e31d,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) used access to the victim's Azure tenant to create Azure VMs.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
T1218.002,['Windows'],relationship--593e12bb-dcef-4773-a80d-274c10095d12,"[Ember Bear](https://attack.mitre.org/groups/G1003) has used control panel files (CPL), delivered via e-mail, for execution.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )"
T1115,"['Linux', 'Windows', 'macOS']",relationship--5940076b-120a-4588-b227-7fe2bc9f7ccd,[Remexi](https://attack.mitre.org/software/S0375) collects text from the clipboard.(Citation: Securelist Remexi Jan 2019)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--59433b3a-625d-4a06-a6fa-1bebeda60975,[Sardonic](https://attack.mitre.org/software/S1085) has the ability to collect data from a compromised machine to deliver to the attacker.(Citation: Symantec FIN8 Jul 2023) 
T1027,"['Linux', 'macOS', 'Windows']",relationship--594a13ec-9187-4410-95a2-99684183200f,[FoggyWeb](https://attack.mitre.org/software/S0661) has been XOR-encoded.(Citation: MSTIC FoggyWeb September 2021)
T1055.002,['Windows'],relationship--5950182b-4e27-4d5e-87bb-c8598314622c,[Carbanak](https://attack.mitre.org/software/S0030) downloads an executable and injects it directly into a new process.(Citation: FireEye CARBANAK June 2017)
T1039,"['Linux', 'macOS', 'Windows']",relationship--595be2e7-9f2a-4d5a-b23d-8e4822ae6199,[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) has exfiltrated files stolen from file shares.(Citation: Secureworks BRONZE BUTLER Oct 2017)
T1027.011,['Windows'],relationship--596099b1-11a9-43c3-ae21-d5a31233e5c2,[SysUpdate](https://attack.mitre.org/software/S0663) can store its encoded configuration file within <code>Software\Classes\scConfig</code> in either <code>HKEY_LOCAL_MACHINE</code> or <code>HKEY_CURRENT_USER</code>.(Citation: Trend Micro Iron Tiger April 2021)
T1069.001,"['Linux', 'macOS', 'Windows']",relationship--5968f7a6-a300-4a1b-9a4e-655e9300392b,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used the command `net localgroup ""adminstrator"" ` to identify accounts with local administrator rights.(Citation: DFIR Conti Bazar Nov 2021)"
T1204.001,"['Linux', 'macOS', 'Windows']",relationship--5969ffbe-edd3-4bb3-aee4-4e73ac9c6a7f,[SMOKEDHAM](https://attack.mitre.org/software/S0649) has relied upon users clicking on a malicious link delivered through phishing.(Citation: FireEye Shining A Light on DARKSIDE May 2021)
T1027.008,"['macOS', 'Linux', 'Windows']",relationship--596ef2d8-53ff-4fde-8dd2-08b53371d0da,"[macOS.OSAMiner](https://attack.mitre.org/software/S1048) has used run-only Applescripts, a compiled and stripped version of [AppleScript](https://attack.mitre.org/techniques/T1059/002), to remove human readable indicators to evade detection.(Citation: SentinelLabs reversing run-only applescripts 2021)"
T1132.001,"['Linux', 'macOS', 'Windows']",relationship--596f9132-84e2-42c9-ad58-8833fe38b1e6,[Kazuar](https://attack.mitre.org/software/S0265) encodes communications to the C2 server in Base64.(Citation: Unit 42 Kazuar May 2017)
T1497.003,"['Linux', 'macOS', 'Windows']",relationship--5970c81f-932b-47e9-a63b-b4e30c351e7f,[Tomiris](https://attack.mitre.org/software/S0671) has the ability to sleep for at least nine minutes to evade sandbox-based analysis systems.(Citation: Kaspersky Tomiris Sep 2021)
T1036.004,"['Windows', 'Linux', 'macOS']",relationship--597555f7-33e3-4699-9acf-9c7f15a850c9,"[Seasalt](https://attack.mitre.org/software/S0345) has masqueraded as a service called ""SaSaut"" with a display name of ""System Authorization Service"" in an apparent attempt to masquerade as a legitimate service.(Citation: Mandiant APT1 Appendix)"
T1047,['Windows'],relationship--597ca258-3af4-4e51-abf9-b192e98939fd,[Naikon](https://attack.mitre.org/groups/G0019) has used WMIC.exe for lateral movement.(Citation: Bitdefender Naikon April 2021)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--598d55da-c5f9-447c-acad-0c611f1deda0,"[REvil](https://attack.mitre.org/software/S0496) can identify the username, machine name, system language, keyboard layout, OS version, and system drive information on a compromised host.(Citation: Kaspersky Sodin July 2019)(Citation: Cylance Sodinokibi July 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: McAfee Sodinokibi October 2019)(Citation: McAfee Sodinokibi October 2019)(Citation: Intel 471 REvil March 2020)(Citation: Group IB Ransomware May 2020)(Citation: Secureworks REvil September 2019)"
